final_price,list_price,bedrooms,Dens,bathrooms,size,parking,type,latitude,longitude,mean_district_income,district_code,School_min_dist_km
1459038,1275000,4,0,2,1750,1,Semi-Detached,43.6577553,-79.4203033,58071,80,0.138983256
1240000,1249000,3,0,2,1750,0,Semi-Detached,43.6507544,-79.4078639,50694,81,0.265592581
590000,599000,1,0,1,650,0,Condo Apt,43.646484,-79.4195358,50694,81,0.157367785
2060000,1600000,5,1,3,2250,2,Detached,43.6518036,-79.4176239,50694,81,0.414281323
585000,599900,1,1,1,550,1,Comm Element Condo,43.6516047,-79.4106916,50694,81,0.354246764
1115000,1199000,3,0,2,1750,1,Att/Row/Twnhouse,43.6528151,-79.4104527,50694,81,0.462801235
3150000,3500000,5,3,5,4250,7,Detached,43.6509489,-79.4237288,50694,81,0.216348348
825000,789888,1,1,2,950,1,Condo Apt,43.6516047,-79.4106916,50694,81,0.354246764
119900,124900,3,0,2,1100,2,Condo Townhouse,43.6554815,-79.4115006,50694,81,0.316833508
900000,949000,2,0,2,850,1,Condo Apt,43.6516047,-79.4106916,50694,81,0.354246764
3925000,4200000,6,0,5,4250,2,Detached,43.6466864,-79.4201674,50694,81,0.21029849
640000,648800,1,1,1,650,0,Condo Apt,43.646484,-79.4195358,50694,81,0.157367785
1175000,1199900,4,0,3,1750,1,Att/Row/Twnhouse,43.6488562,-79.4053096,50694,81,0.327207049
547900,549900,1,0,1,650,0,Condo Apt,43.6493079,-79.4235453,50694,81,0.386240751
1215000,999999,2,2,2,2250,0,Semi-Detached,43.649913,-79.4232562,50694,81,0.315882403
2440000,2499000,3,1,4,2250,1,Detached,43.6473124,-79.4081776,50694,81,0.172396295
1700000,1399000,3,1,3,1750,2,Att/Row/Twnhouse,43.6486938,-79.4221603,50694,81,0.447372039
1250000,1470000,5,0,3,2250,0,Semi-Detached,43.6509842,-79.4251498,50694,81,0.28150771
1088000,899000,3,0,1,1300,1,Semi-Detached,43.6511414,-79.4198927,50694,81,0.280042582
980000,789000,1,0,2,850,0,Condo Apt,43.6465411,-79.4231155,50694,81,0.446216616
850000,749900,2,0,2,950,1,Condo Townhouse,43.6481965,-79.4197136,50694,81,0.261813079
1170000,899000,3,0,1,1300,0,Att/Row/Twnhouse,43.6475338,-79.423736,50694,81,0.445190469
672000,599000,1,0,1,550,0,Condo Apt,43.6465411,-79.4231155,50694,81,0.446216616
775000,788000,1,1,1,750,1,Condo Apt,43.646484,-79.4195358,50694,81,0.157367785
1213295,995000,3,0,1,2250,2,Semi-Detached,43.6489164,-79.411781,50694,81,0.189784114
904000,699999,2,0,2,1100,1,Condo Townhouse,43.6480876,-79.4200774,50694,81,0.273563336
1307000,1088000,3,0,2,1300,3,Att/Row/Twnhouse,43.6470783,-79.4068878,50694,81,0.265135317
1510000,1395000,3,1,3,2124,2,Condo Townhouse,43.651766,-79.4124704,50694,81,0.431869767
1646000,1299000,3,1,4,1750,1,Att/Row/Twnhouse,43.6463835,-79.4184084,50694,81,0.066327783
780000,799900,2,0,2,950,1,Condo Townhouse,43.6480876,-79.4200774,50694,81,0.273563336
959300,959300,2,1,2,850,1,Condo Apt,43.646484,-79.4195358,50694,81,0.157367785
950000,779000,2,1,2,850,0,Condo Apt,43.6465411,-79.4231155,50694,81,0.446216616
1657500,1450000,3,1,2,2250,1,Semi-Detached,43.6478,-79.4189405,50694,81,0.18855304
1265000,999000,3,0,1,1750,0,Semi-Detached,43.6479027,-79.4068161,50694,81,0.226763576
730000,759900,1,0,1,750,1,Condo Apt,43.6560085,-79.4087204,50694,81,0.244868487
625000,599999,1,0,1,650,0,Condo Apt,43.646484,-79.4195358,50694,81,0.157367785
665000,600000,1,1,1,650,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
832000,799900,2,0,2,850,1,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
645000,650000,2,0,1,750,1,Condo Apt,43.6398029,-79.4147526,70623,82,0.697611147
955000,899000,3,0,2,1300,1,Condo Townhouse,43.6413402,-79.4181394,70623,82,0.565729781
786500,769000,2,1,2,850,1,Condo Apt,43.639825,-79.4164156,70623,82,0.738400936
799000,799000,2,1,2,950,1,Condo Apt,43.6440587,-79.4033104,70623,82,0.39924172
551000,499900,1,0,1,550,1,Condo Apt,43.6366747,-79.40647,70623,82,0.755683355
1150000,1198000,2,1,2,1300,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
1415000,1499000,1,0,2,1500,1,Condo Apt,43.6446488,-79.4156165,70623,82,0.252688928
780000,699000,2,0,2,850,1,Condo Apt,43.638175,-79.4153863,70623,82,0.86146271
790000,798000,2,0,2,950,1,Condo Apt,43.6417333,-79.414491,70623,82,0.559921708
652000,589000,1,0,1,650,1,Condo Apt,43.6344756,-79.4015886,70623,82,0.382391755
700000,699000,2,0,2,750,1,Condo Apt,43.6366681,-79.4004451,70623,82,0.281421575
765000,725000,2,1,2,950,1,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
615000,579990,1,0,1,650,1,Condo Apt,43.643012,-79.406201,70623,82,0.195617708
680000,684900,1,0,2,850,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
725000,785000,1,1,1,750,1,Condo Apt,43.642307,-79.4025206,70623,82,0.497317587
600000,550000,1,1,1,850,1,Condo Apt,43.6430945,-79.4037497,70623,82,0.375711194
560000,572500,1,0,1,650,1,Condo Apt,43.6398029,-79.4147526,70623,82,0.697611147
740000,699000,1,1,1,750,1,Condo Apt,43.6387634,-79.41931,70623,82,0.861554045
590000,615000,1,1,1,650,1,Condo Apt,43.6373335,-79.4029401,70623,82,0.495881297
980000,999000,2,0,2,1100,1,Condo Apt,43.6419033,-79.4134683,70623,82,0.477878571
1220000,949900,2,0,2,1100,1,Condo Apt,43.6417497,-79.4103695,70623,82,0.297697558
535000,449900,1,0,1,650,0,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
630000,549800,1,1,1,650,1,Condo Apt,43.6413624,-79.414053,70623,82,0.548786105
787000,765000,2,1,2,950,1,Condo Apt,43.639825,-79.4164156,70623,82,0.738400936
560000,549800,1,0,1,550,1,Condo Apt,43.6384523,-79.4128024,70623,82,0.712130108
515600,549999,1,0,1,550,1,Condo Apt,43.6370874,-79.404535,70623,82,0.610778203
755000,739900,2,0,2,950,1,Condo Apt,43.6384523,-79.4128024,70623,82,0.712130108
635000,649000,1,1,2,850,1,Condo Townhouse,43.6398718,-79.4138583,70623,82,0.639711732
550000,525000,1,1,1,550,1,Condo Apt,43.6366681,-79.4004451,70623,82,0.281421575
577000,579900,1,1,1,650,1,Condo Apt,43.6413624,-79.414053,70623,82,0.548786105
588000,610000,1,1,1,650,1,Condo Apt,43.6385129,-79.4008972,70623,82,0.42799192
1015000,980000,2,0,2,1100,1,Condo Apt,43.6419033,-79.4134683,70623,82,0.477878571
750000,699000,1,1,2,750,1,Condo Townhouse,43.641579,-79.4159028,70623,82,0.554366548
670000,650000,2,0,1,750,1,Condo Apt,43.6395258,-79.4158554,70623,82,0.778216462
416000,419900,0,0,1,250,0,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
729000,729000,2,1,2,750,1,Condo Apt,43.6387003,-79.4121833,70623,82,0.663398511
491000,499900,1,0,1,550,0,Condo Apt,43.638175,-79.4153863,70623,82,0.86146271
924900,924900,2,1,2,1100,1,Condo Apt,43.6371296,-79.400621,70623,82,0.316005419
744000,744000,2,1,2,750,1,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
695000,699000,2,0,2,750,1,Condo Apt,43.6366681,-79.4004451,70623,82,0.281421575
517000,449900,1,0,1,550,0,Condo Apt,43.6387003,-79.4121833,70623,82,0.663398511
650000,598800,2,0,1,650,1,Condo Townhouse,43.6333903,-79.3997107,70623,82,0.332439871
462000,459000,1,0,1,250,0,Condo Apt,43.6398029,-79.4147526,70623,82,0.697611147
713000,719000,2,1,2,850,1,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
690000,699000,2,0,2,850,1,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
510000,449000,1,0,1,250,0,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
838000,839000,2,1,2,1100,1,Condo Apt,43.6370874,-79.404535,70623,82,0.610778203
1600000,1399900,3,1,3,2250,1,Att/Row/Twnhouse,43.6450877,-79.4136513,70623,82,0.350209981
550000,520000,1,0,1,650,1,Condo Apt,43.6370874,-79.404535,70623,82,0.610778203
855000,799900,2,1,2,1100,1,Condo Apt,43.6383856,-79.4135437,70623,82,0.750793941
815000,659000,1,0,1,650,1,Condo Apt,43.6454416,-79.4119788,70623,82,0.343253891
569000,569000,1,0,1,650,0,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
553000,529900,1,0,1,650,0,Condo Apt,43.6344756,-79.4015886,70623,82,0.382391755
625000,599000,1,0,1,850,1,Condo Townhouse,43.6408902,-79.4155034,70623,82,0.63658378
560000,529900,1,0,1,650,0,Condo Apt,43.6408455,-79.4143193,70623,82,0.598330373
780000,799000,2,1,2,950,1,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
480000,419900,1,1,1,550,0,Condo Apt,43.6371296,-79.400621,70623,82,0.316005419
552000,499900,2,0,1,650,0,Condo Apt,43.6440587,-79.4033104,70623,82,0.39924172
829850,829850,2,1,2,850,1,Condo Apt,43.6430813,-79.4055684,70623,82,0.237192098
732500,732500,1,1,1,750,1,Condo Apt,43.6387634,-79.41931,70623,82,0.861554045
580000,585000,1,0,2,550,1,Condo Apt,43.6374534,-79.4183866,70623,82,0.997903482
670000,599000,1,1,1,650,1,Condo Apt,43.6384523,-79.4128024,70623,82,0.712130108
629000,629000,1,1,1,750,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
570000,524990,1,1,1,650,0,Condo Apt,43.6432914,-79.4047263,70623,82,0.293947251
550000,550000,1,0,1,550,1,Condo Apt,43.6413708,-79.4106916,70623,82,0.347103117
467500,399900,0,0,1,550,0,Condo Apt,43.643157,-79.4038137,70623,82,0.369004754
748000,699000,2,0,1,750,1,Condo Apt,43.6430813,-79.4055684,70623,82,0.237192098
484000,489900,1,0,1,550,0,Condo Apt,43.6344756,-79.4015886,70623,82,0.382391755
690000,699000,1,1,2,850,1,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
752000,755000,2,0,2,1100,1,Condo Apt,43.6430945,-79.4037497,70623,82,0.375711194
585000,499000,1,1,1,650,0,Condo Apt,43.6413624,-79.414053,70623,82,0.548786105
700000,624900,2,0,2,750,1,Condo Apt,43.6419033,-79.4134683,70623,82,0.477878571
635000,628000,1,1,1,650,1,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
525000,499900,1,0,1,550,1,Condo Townhouse,43.6408829,-79.4153966,70623,82,0.639693558
640000,648000,2,0,2,750,1,Condo Apt,43.6383068,-79.4147858,70623,82,0.818626156
700000,639000,2,1,2,950,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
1198000,1198000,2,1,2,1300,2,Condo Apt,43.6383068,-79.4147858,70623,82,0.818626156
627000,629000,1,0,1,750,1,Condo Apt,43.6413708,-79.4106916,70623,82,0.347103117
652500,599000,2,0,1,850,0,Condo Apt,43.6455813,-79.403577,70623,82,0.418973623
1250000,999000,1,1,2,950,1,Condo Apt,43.6454416,-79.4119788,70623,82,0.343253891
508600,514900,1,0,1,550,0,Condo Apt,43.6387003,-79.4121833,70623,82,0.663398511
630000,648000,1,1,1,750,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
640000,649900,1,0,1,650,2,Condo Apt,43.6410611,-79.4157435,70623,82,0.61330528
683000,698000,2,0,2,750,1,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
530000,529900,1,0,1,550,1,Condo Apt,43.6388499,-79.4155583,70623,82,0.817152874
510000,516000,1,0,1,650,0,Condo Apt,43.636642,-79.4057224,70623,82,0.695432214
980000,998000,2,1,2,1100,1,Condo Apt,43.6361646,-79.4033004,70623,82,0.495083067
756800,769000,2,0,2,850,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
810000,799900,2,1,2,950,1,Condo Apt,43.6363456,-79.404535,70623,82,0.596229108
635000,579900,1,1,1,750,1,Condo Apt,43.6408455,-79.4143193,70623,82,0.598330373
383500,399999,0,0,1,250,0,Comm Element Condo,43.6395258,-79.4158554,70623,82,0.778216462
830000,749000,3,0,2,1100,1,Condo Townhouse,43.6411215,-79.4197926,70623,82,0.614588676
772000,779900,2,0,2,850,1,Condo Apt,43.6383068,-79.4147858,70623,82,0.818626156
655000,599900,2,0,2,750,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
534000,538700,1,0,1,650,0,Comm Element Condo,43.6384523,-79.4128024,70623,82,0.712130108
650000,639000,1,0,1,750,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
590000,599000,1,1,1,650,1,Condo Apt,43.6373335,-79.4029401,70623,82,0.495881297
498553,499999,1,0,1,550,0,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
681000,680000,1,1,2,750,1,Condo Apt,43.6361646,-79.4033004,70623,82,0.495083067
1025000,1098000,2,1,2,1100,1,Condo Apt,43.6374534,-79.4183866,70623,82,0.997903482
561000,579900,2,0,1,850,1,Condo Townhouse,43.6411839,-79.4214978,70623,82,0.661434399
902500,849800,1,0,1,950,0,Condo Apt,43.6446488,-79.4156165,70623,82,0.252688928
515000,549000,1,1,1,650,0,Condo Apt,43.6366747,-79.40647,70623,82,0.755683355
540000,499800,1,0,1,550,1,Condo Apt,43.6388499,-79.4155583,70623,82,0.817152874
851000,859999,3,0,2,1100,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
700000,699000,2,0,1,850,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
445500,449000,1,1,1,550,0,Condo Apt,43.6376641,-79.402494,70623,82,0.477499344
820000,819500,3,0,2,1100,1,Condo Townhouse,43.6411285,-79.4199611,70623,82,0.617921714
510888,439000,1,0,1,550,1,Condo Apt,43.6373335,-79.4029401,70623,82,0.495881297
571000,579000,1,1,1,650,1,Condo Apt,43.6370874,-79.404535,70623,82,0.610778203
702290,690000,2,0,2,750,1,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
670000,689000,2,0,2,750,1,Condo Apt,43.6366681,-79.4004451,70623,82,0.281421575
580000,499900,1,1,1,650,1,Condo Apt,43.6395116,-79.4151842,70623,82,0.745136452
650000,599000,2,0,2,750,1,Condo Apt,43.6383068,-79.4147858,70623,82,0.818626156
875000,888000,2,0,2,1100,1,Condo Townhouse,43.6420989,-79.4144701,70623,82,0.541625312
865000,879000,2,0,2,950,1,Condo Apt,43.6374534,-79.4183866,70623,82,0.997903482
1018000,989000,2,0,2,1100,1,Condo Apt,43.6419033,-79.4134683,70623,82,0.477878571
675000,689900,1,1,2,850,1,Condo Apt,43.6374534,-79.4183866,70623,82,0.997903482
590000,599900,1,1,1,650,0,Comm Element Condo,43.6430813,-79.4055684,70623,82,0.237192098
500000,492800,1,0,1,650,0,Condo Apt,43.6388499,-79.4155583,70623,82,0.817152874
599900,599900,1,1,1,650,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
495000,489000,1,1,1,650,0,Condo Apt,43.6427913,-79.4071946,70623,82,0.154261874
570000,499900,1,0,1,550,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
768300,699000,2,0,2,850,1,Condo Apt,43.6398029,-79.4147526,70623,82,0.697611147
579990,579990,1,0,1,550,1,Condo Apt,43.6430813,-79.4055684,70623,82,0.237192098
601000,599800,1,1,2,650,1,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
1175000,899000,3,1,2,1300,1,Att/Row/Twnhouse,43.6437803,-79.406111,70623,82,0.174058504
790000,799000,2,0,2,750,1,Condo Apt,43.643012,-79.406201,70623,82,0.195617708
612888,599000,1,1,1,650,1,Condo Apt,43.6383068,-79.4147858,70623,82,0.818626156
615000,630000,1,0,1,650,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
670000,649000,1,1,2,750,1,Condo Apt,43.6374534,-79.4183866,70623,82,0.997903482
688000,639000,1,1,1,850,1,Condo Townhouse,43.6439094,-79.407624,70623,82,0.051168322
775000,699999,1,1,1,950,1,Condo Apt,43.642307,-79.4025206,70623,82,0.497317587
905000,949000,1,1,2,1100,1,Condo Apt,43.642307,-79.4025206,70623,82,0.497317587
675000,699900,1,1,2,850,1,Condo Apt,43.6361646,-79.4033004,70623,82,0.495083067
620000,620000,1,1,1,750,1,Condo Apt,43.6361646,-79.4033004,70623,82,0.495083067
640000,640000,1,1,1,650,1,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
555000,569000,1,0,1,750,1,Condo Apt,43.643157,-79.4038137,70623,82,0.369004754
638000,589900,1,1,2,650,1,Condo Apt,43.639825,-79.4164156,70623,82,0.738400936
625000,549900,1,0,1,750,0,Condo Apt,43.6361646,-79.4033004,70623,82,0.495083067
669000,669000,2,0,2,850,1,Condo Townhouse,43.6371296,-79.400621,70623,82,0.316005419
565000,565000,1,0,1,650,0,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
850000,798000,2,0,2,1100,1,Condo Townhouse,43.6420989,-79.4144701,70623,82,0.541625312
536000,539000,1,1,1,650,1,Condo Apt,43.6430945,-79.4037497,70623,82,0.375711194
658000,659900,2,0,1,950,1,Condo Townhouse,43.6411627,-79.4208843,70623,82,0.641448122
408000,419000,0,0,1,250,0,Condo Apt,43.6385129,-79.4008972,70623,82,0.42799192
499000,499900,1,0,1,550,0,Condo Apt,43.6344756,-79.4015886,70623,82,0.382391755
592768,529900,1,1,1,650,1,Condo Apt,43.638175,-79.4153863,70623,82,0.86146271
680000,559000,2,0,2,850,1,Condo Apt,43.6440587,-79.4033104,70623,82,0.39924172
710000,649900,2,0,2,1100,1,Condo Apt,43.6430945,-79.4037497,70623,82,0.375711194
1299000,1299000,2,0,3,1300,1,Condo Townhouse,43.6446572,-79.4119185,70623,82,0.305872452
679000,689000,1,1,2,750,1,Condo Apt,43.643012,-79.406201,70623,82,0.195617708
846000,849000,2,0,2,1100,1,Condo Townhouse,43.6420989,-79.4144701,70623,82,0.541625312
799000,749990,1,1,1,750,1,Condo Apt,43.6351391,-79.4019482,70623,82,0.389996807
575000,557000,1,0,1,650,0,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
832000,849000,2,1,2,1100,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
655000,499000,1,1,1,650,1,Condo Townhouse,43.641579,-79.4159028,70623,82,0.554366548
610000,615000,1,1,1,750,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
620000,599800,1,1,1,650,1,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
851000,779000,2,1,2,1100,2,Condo Townhouse,43.6413402,-79.4181394,70623,82,0.565729781
1050000,1098000,2,0,1,1100,1,Condo Townhouse,43.6446572,-79.4119185,70623,82,0.305872452
646000,599900,2,0,2,750,1,Condo Apt,43.6395116,-79.4151842,70623,82,0.745136452
600000,618800,1,1,2,650,1,Condo Apt,43.6373335,-79.4029401,70623,82,0.495881297
1600000,1399999,4,3,4,1750,0,Plex,43.6427389,-79.4103508,70623,82,0.215756718
560000,565000,1,1,1,650,1,Condo Apt,43.6366681,-79.4004451,70623,82,0.281421575
545000,549888,1,1,1,650,0,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
557500,499000,1,0,1,650,1,Condo Townhouse,43.6395675,-79.4124791,70623,82,0.593938631
1245000,1259900,3,1,3,1900,1,Condo Townhouse,43.6427426,-79.4128898,70623,82,0.397055396
565000,499900,1,0,2,650,1,Condo Apt,43.6395116,-79.4151842,70623,82,0.745136452
570000,574990,1,1,1,750,0,Condo Apt,43.6385129,-79.4008972,70623,82,0.42799192
635000,649900,2,0,1,600,1,Condo Apt,43.6366681,-79.4004451,70623,82,0.281421575
812000,699900,1,0,1,750,1,Condo Apt,43.6454416,-79.4119788,70623,82,0.343253891
830000,849000,2,0,2,950,1,Condo Townhouse,43.6420989,-79.4144701,70623,82,0.541625312
530000,549000,1,0,1,550,0,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
425000,429900,0,0,1,250,0,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
740000,759000,2,0,2,850,1,Condo Apt,43.6398029,-79.4147526,70623,82,0.697611147
527000,529900,1,0,1,650,1,Condo Apt,43.6427913,-79.4071946,70623,82,0.154261874
720000,749900,1,1,2,850,1,Condo Apt,43.639825,-79.4164156,70623,82,0.738400936
391900,379900,0,0,1,250,0,Condo Apt,43.6395116,-79.4151842,70623,82,0.745136452
550000,488000,1,0,1,550,0,Condo Apt,43.639825,-79.4164156,70623,82,0.738400936
1300000,1295000,4,1,2,2250,0,Att/Row/Twnhouse,43.6407213,-79.4132558,70623,82,0.539538839
503000,508800,1,0,2,550,0,Condo Apt,43.6387003,-79.4121833,70623,82,0.663398511
583000,589000,1,1,1,650,1,Condo Apt,43.6370874,-79.404535,70623,82,0.610778203
550000,569000,1,1,1,650,1,Condo Apt,43.6366747,-79.40647,70623,82,0.755683355
940000,879000,4,0,2,1300,0,Att/Row/Twnhouse,43.6438676,-79.4055986,70623,82,0.214601231
755000,648880,1,1,1,650,1,Condo Apt,43.6344756,-79.4015886,70623,82,0.382391755
605000,575000,1,1,1,650,0,Condo Apt,43.638175,-79.4153863,70623,82,0.86146271
900000,925000,1,1,2,950,1,Condo Apt,43.6414398,-79.4101219,70623,82,0.316543591
1050000,998000,1,1,2,1100,1,Condo Apt,43.6387634,-79.41931,70623,82,0.861554045
562500,599999,1,0,1,650,0,Comm Element Condo,43.6387639,-79.4162418,70623,82,0.857120728
630000,635000,1,1,1,650,1,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
675000,659800,1,1,1,750,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
825000,824900,2,1,2,1100,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
525000,525000,1,0,1,650,0,Condo Apt,43.6344756,-79.4015886,70623,82,0.382391755
565000,525000,1,1,1,650,0,Condo Apt,43.6432914,-79.4047263,70623,82,0.293947251
518215,429000,1,0,1,550,0,Comm Element Condo,43.6363456,-79.404535,70623,82,0.596229108
600000,599900,1,0,1,650,1,Condo Apt,43.6351391,-79.4019482,70623,82,0.389996807
552000,569900,1,0,1,250,0,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
960000,889000,3,0,2,1300,2,Condo Townhouse,43.6413402,-79.4181394,70623,82,0.565729781
560000,529900,1,1,1,650,1,Condo Apt,43.6366747,-79.40647,70623,82,0.755683355
750000,760000,2,1,2,950,1,Condo Apt,43.6384523,-79.4128024,70623,82,0.712130108
590000,589900,1,1,1,750,1,Condo Apt,43.6385129,-79.4008972,70623,82,0.42799192
635700,589900,1,1,1,650,1,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
500000,499000,1,1,1,550,0,Condo Apt,43.6395116,-79.4151842,70623,82,0.745136452
610000,619000,1,1,2,650,1,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
548800,548800,1,0,1,250,0,Condo Apt,43.641579,-79.4159028,70623,82,0.554366548
630000,649000,1,1,2,750,1,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
475000,468000,1,0,1,550,0,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
681500,639000,2,1,1,850,1,Condo Apt,43.6432914,-79.4047263,70623,82,0.293947251
593000,608800,1,1,1,650,1,Condo Apt,43.637225,-79.4036996,70623,82,0.549949574
751000,765000,2,0,2,850,1,Condo Apt,43.6363456,-79.404535,70623,82,0.596229108
560000,559900,1,0,1,650,1,Condo Apt,43.636642,-79.4057224,70623,82,0.695432214
565000,575000,1,1,1,650,1,Condo Apt,43.6384523,-79.4128024,70623,82,0.712130108
529500,534500,1,1,1,550,1,Condo Apt,43.6395116,-79.4151842,70623,82,0.745136452
760000,769000,2,1,2,950,1,Condo Apt,43.638175,-79.4153863,70623,82,0.86146271
535000,539800,1,0,1,550,0,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
835000,799000,3,0,2,1100,1,Condo Apt,43.6361646,-79.4033004,70623,82,0.495083067
500000,506888,1,0,1,550,0,Condo Apt,43.6387003,-79.4121833,70623,82,0.663398511
953000,899900,3,0,2,1300,2,Condo Townhouse,43.6413402,-79.4181394,70623,82,0.565729781
1090000,1149000,2,1,3,1100,1,Condo Apt,43.6344756,-79.4015886,70623,82,0.382391755
971000,849000,3,0,3,1500,1,Condo Townhouse,43.6333903,-79.3997107,70623,82,0.332439871
893000,888000,2,0,2,950,1,Condo Apt,43.6363456,-79.404535,70623,82,0.596229108
675000,690000,1,1,1,650,1,Condo Apt,43.6384523,-79.4128024,70623,82,0.712130108
537500,539900,1,0,1,550,1,Condo Apt,43.636642,-79.4057224,70623,82,0.695432214
633917,599000,2,0,1,850,1,Condo Apt,43.6383068,-79.4147858,70623,82,0.818626156
960000,799000,1,1,1,950,1,Condo Apt,43.6426449,-79.4078552,70623,82,0.148139503
490000,484900,1,0,1,250,1,Condo Apt,43.6398029,-79.4147526,70623,82,0.697611147
520000,525000,1,0,1,550,1,Condo Apt,43.6376641,-79.402494,70623,82,0.477499344
590000,549900,1,1,1,650,1,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
696000,549000,1,1,2,950,2,Condo Townhouse,43.6398485,-79.4128842,70623,82,0.588815909
835000,849900,2,0,2,950,1,Condo Townhouse,43.641579,-79.4159028,70623,82,0.554366548
562888,499999,1,0,1,550,0,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
682000,549900,1,1,1,650,1,Condo Apt,43.6410611,-79.4157435,70623,82,0.61330528
940000,975000,2,1,2,1500,1,Condo Townhouse,43.6424462,-79.4037487,70623,82,0.400045988
890000,899000,2,1,2,1100,1,Condo Apt,43.6366747,-79.40647,70623,82,0.755683355
520000,519000,1,0,1,650,1,Comm Element Condo,43.6388499,-79.4155583,70623,82,0.817152874
750000,798000,2,1,2,850,1,Condo Apt,43.639825,-79.4164156,70623,82,0.738400936
750000,699000,2,0,2,1100,1,Condo Apt,43.6384523,-79.4128024,70623,82,0.712130108
545100,538800,1,1,1,550,1,Condo Apt,43.6371296,-79.400621,70623,82,0.316005419
667500,699000,1,1,2,850,1,Condo Townhouse,43.6371296,-79.400621,70623,82,0.316005419
579000,579000,1,1,1,650,1,Condo Apt,43.6387639,-79.4162418,70623,82,0.857120728
715000,699900,2,0,2,850,1,Condo Apt,43.6387003,-79.4121833,70623,82,0.663398511
581500,579000,1,1,1,550,1,Condo Apt,43.6370874,-79.404535,70623,82,0.610778203
853000,858000,2,1,2,1100,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
595000,585000,1,1,1,750,1,Condo Apt,43.6364097,-79.4020034,70623,82,0.395054156
690000,699000,1,1,2,850,1,Comm Element Condo,43.6387639,-79.4162418,70623,82,0.857120728
463000,469000,1,0,1,550,0,Condo Apt,43.6366681,-79.4004451,70623,82,0.281421575
955000,970000,2,1,2,1300,1,Att/Row/Twnhouse,43.6445928,-79.40451,70623,82,0.31067976
500100,499000,1,0,1,550,1,Condo Apt,43.6375235,-79.400877,70623,82,0.356344492
611000,575000,1,1,1,850,1,Condo Townhouse,43.6396381,-79.4131037,70623,82,0.618123594
717000,729900,1,1,1,850,1,Condo Apt,43.642307,-79.4025206,70623,82,0.497317587
515000,529900,1,0,1,550,1,Condo Apt,43.6388499,-79.4155583,70623,82,0.817152874
606000,609000,2,0,2,750,1,Condo Apt,43.6383993,-79.4144482,70623,82,0.793356075
555000,539900,1,0,1,650,1,Condo Apt,43.6388499,-79.4155583,70623,82,0.817152874
