final_price,list_price,bedrooms,Dens,bathrooms,size,parking,type,latitude,longitude,mean_district_income,district_code,School_min_dist_km
522500,539000,1,0,1,650,1,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
850000,869000,2,1,2,1700,1,Condo Townhouse,43.6198532,-79.5066581,54438,17,0.662534171
808000,829000,2,0,3,1100,1,Condo Townhouse,43.6225151,-79.4824411,54438,17,0.629148431
865000,869000,2,0,2,1300,1,Att/Row/Twnhouse,43.6211696,-79.4881201,54438,17,0.21253145
480000,499000,1,0,1,550,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
577500,589900,1,1,1,650,1,Condo Apt,43.6210637,-79.4833203,54438,17,0.489089699
665000,689000,3,0,3,1100,1,Condo Townhouse,43.6214794,-79.483972,54438,17,0.463059269
470000,399800,1,0,1,550,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
538000,499999,1,0,2,750,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
527500,479000,2,0,2,750,1,Condo Apt,43.6274471,-79.4783741,54438,17,1.237859723
375000,369000,0,1,1,250,1,Condo Apt,43.6246597,-79.4881868,54438,17,0.593612293
845000,865000,2,0,2,900,1,Detached,43.6099917,-79.4920392,54438,17,0.283313402
520000,529000,1,0,1,550,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
1445000,1450000,3,1,3,2624,2,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
520000,525000,1,0,1,650,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
649900,649900,2,1,2,850,1,Condo Apt,43.6245122,-79.4852565,54438,17,0.645237236
590000,599888,1,1,2,850,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
533000,549000,1,1,1,650,1,Condo Apt,43.6252596,-79.4779028,54438,17,1.10441031
802000,699900,3,0,2,1750,1,Detached,43.6126109,-79.4905692,54438,17,0.321837902
580000,598000,2,1,2,750,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
470000,479000,1,0,1,550,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
960000,998000,2,1,2,1100,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
433000,439800,1,0,1,250,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
1225000,1259900,2,2,3,1900,2,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
1500000,1529550,3,0,4,2250,2,Detached,43.6172206,-79.5076893,54438,17,0.832031044
485000,499000,2,0,2,1100,1,Condo Apt,43.6237624,-79.4913525,54438,17,0.529628005
463000,479000,1,0,1,550,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
817000,829000,2,1,2,850,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
750000,750000,2,1,2,1100,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
404900,409900,1,0,1,550,0,Condo Apt,43.6255451,-79.4787462,54438,17,1.070634335
510000,489000,1,1,1,750,1,Condo Apt,43.6237624,-79.4913525,54438,17,0.529628005
670000,679900,2,0,2,1100,1,Condo Townhouse,43.6140065,-79.497751,54438,17,0.359024574
517000,525000,1,0,1,750,1,Condo Apt,43.6152292,-79.4889486,54438,17,0.456954412
510000,499900,1,0,2,750,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
530000,539900,2,0,2,950,1,Condo Apt,43.6237624,-79.4913525,54438,17,0.529628005
670000,675000,2,1,2,950,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
650000,599000,2,0,2,950,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
547000,546999,1,1,1,550,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
815000,859000,2,0,2,1300,2,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
521000,479900,1,1,1,550,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
1025000,1049000,1,0,2,1500,1,Condo Apt,43.6313539,-79.4746095,54438,17,1.306139764
870000,849000,2,1,2,1100,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
531000,580000,2,0,2,950,1,Condo Apt,43.6246597,-79.4881868,54438,17,0.593612293
433000,463000,1,0,1,250,1,Comm Element Condo,43.6245122,-79.4852565,54438,17,0.645237236
543000,525000,1,1,1,550,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
975000,1000000,3,1,3,3374,2,Condo Apt,43.6313539,-79.4746095,54438,17,1.306139764
1300000,999000,3,0,2,1300,1,Semi-Detached,43.6191339,-79.5081077,54438,17,0.791690915
540000,549900,1,1,1,650,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
688000,695800,3,0,2,950,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
740000,739900,2,1,2,850,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
638500,679000,2,0,2,850,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
557000,559900,1,1,1,650,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
488500,499900,1,1,1,650,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
685000,689900,2,0,2,850,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
540000,499000,1,1,2,850,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
635000,639800,2,0,2,950,1,Condo Apt,43.6246597,-79.4881868,54438,17,0.593612293
510000,518800,1,0,1,550,1,Condo Apt,43.6252596,-79.4779028,54438,17,1.10441031
520000,538900,1,0,1,650,1,Condo Apt,43.6276596,-79.47698,54438,17,1.333853464
520000,519000,1,1,1,750,1,Condo Apt,43.6299034,-79.4755739,54438,17,1.304492977
642000,599000,2,1,2,750,1,Condo Apt,43.6225151,-79.4824411,54438,17,0.629148431
726000,729900,1,1,2,950,1,Condo Apt,43.6261384,-79.4773393,54438,17,1.200176493
567000,499900,1,1,1,650,1,Condo Apt,43.6210637,-79.4833203,54438,17,0.489089699
744000,744000,2,1,2,1100,1,Comm Element Condo,43.6245122,-79.4852565,54438,17,0.645237236
529000,489000,1,1,1,750,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
480000,499000,1,1,1,550,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
638800,638800,2,0,2,850,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
455000,498800,1,1,1,750,1,Condo Apt,43.6298692,-79.4768043,54438,17,1.220748162
435000,439900,1,0,1,550,1,Condo Apt,43.6251177,-79.4787673,54438,17,1.039362197
468000,479900,1,1,1,650,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
690000,699900,2,0,2,950,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
390000,409000,0,0,1,250,1,Condo Apt,43.6251177,-79.4787673,54438,17,1.039362197
2325000,2399000,2,1,3,2624,2,Condo Apt,43.62933,-79.4763476,54438,17,1.283928393
510000,468800,1,0,1,550,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
510000,549000,1,1,1,550,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
528000,469000,1,0,1,550,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
735000,740000,2,1,2,850,1,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
940000,875000,2,0,3,1700,2,Condo Townhouse,43.6186324,-79.4858364,54438,17,0.25930911
1280000,1280000,2,0,3,2124,2,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
860000,888000,2,1,2,950,2,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
1400000,1488000,2,1,3,1500,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
1100000,1139000,2,0,2,1500,2,Condo Apt,43.6305531,-79.4755778,54438,17,1.270578204
552000,557800,2,0,2,850,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
485000,479000,1,0,1,550,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
910000,949900,2,1,3,1300,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
615000,574900,1,1,2,850,1,Condo Apt,43.6299034,-79.4755739,54438,17,1.304492977
570000,545000,1,1,2,850,1,Condo Apt,43.6299034,-79.4755739,54438,17,1.304492977
1500000,1587000,3,0,5,2750,2,Detached,43.6167522,-79.5001879,54438,17,0.452983969
1228000,1325000,3,1,3,1900,1,Condo Apt,43.6245122,-79.4852565,54438,17,0.645237236
1320000,1329000,2,1,3,1500,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
439000,439000,1,0,1,550,1,Comm Element Condo,43.6274471,-79.4783741,54438,17,1.237859723
522000,529888,1,1,1,650,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
685000,598888,2,0,2,950,2,Condo Apt,43.6244864,-79.490482,54438,17,0.585727268
585000,585000,2,1,2,1100,1,Condo Apt,43.6237624,-79.4913525,54438,17,0.529628005
468000,479000,1,1,1,650,1,Condo Apt,43.6246597,-79.4881868,54438,17,0.593612293
560000,570000,1,1,1,550,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
810000,839900,2,0,2,850,1,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
868000,870000,2,0,2,1700,1,Condo Townhouse,43.6204502,-79.5070442,54438,17,0.688161482
420000,439000,1,0,1,250,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
525000,485000,1,1,2,750,1,Condo Apt,43.6243998,-79.4910123,54438,17,0.587327824
575000,589900,2,0,2,750,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
1535000,1600000,3,1,3,1900,2,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
688000,689900,2,0,2,850,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
575888,562000,1,1,1,650,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
560000,568880,1,0,1,650,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
519900,519900,1,1,1,550,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
402000,409000,1,0,1,550,0,Condo Apt,43.6152292,-79.4889486,54438,17,0.456954412
673500,679000,2,0,2,950,2,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
660000,675000,2,0,2,1500,1,Condo Apt,43.6313539,-79.4746095,54438,17,1.306139764
470000,479900,1,1,1,650,1,Condo Apt,43.6246597,-79.4881868,54438,17,0.593612293
451000,459000,1,0,1,550,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
570000,599000,1,0,2,1100,1,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
690000,699900,2,0,2,950,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
540000,539900,1,0,1,550,1,Condo Apt,43.6225151,-79.4824411,54438,17,0.629148431
545200,539900,1,0,2,950,1,Condo Apt,43.6244864,-79.490482,54438,17,0.585727268
599000,599000,2,0,2,850,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
845000,864999,3,0,1,2250,2,Detached,43.6106096,-79.4965981,54438,17,0.224310107
460000,469800,1,1,1,650,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
925000,949800,2,1,2,1100,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
605000,625000,2,0,1,850,1,Condo Apt,43.6216163,-79.4829207,54438,17,0.544558658
703000,699000,2,1,2,950,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
610000,659000,2,0,1,650,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
585000,599900,1,1,1,650,1,Condo Apt,43.6216163,-79.4829207,54438,17,0.544558658
445000,438800,1,0,1,550,1,Condo Apt,43.6251177,-79.4787673,54438,17,1.039362197
1825000,2000000,4,6,5,4250,2,Detached,43.6183828,-79.4871016,54438,17,0.179873193
518000,449000,1,1,1,650,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
812500,840000,2,1,2,850,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
790000,822000,2,0,2,850,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
488000,498800,1,0,1,550,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
625000,610000,2,0,2,950,1,Condo Apt,43.6299034,-79.4755739,54438,17,1.304492977
650000,659000,2,1,2,850,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
515000,535000,1,1,1,650,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
476059,469000,1,0,1,550,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
617000,580000,2,0,2,850,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
700000,719000,2,0,2,950,1,Condo Apt,43.6261384,-79.4773393,54438,17,1.200176493
500000,494999,1,1,1,550,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
858000,869000,2,0,2,1700,1,Condo Townhouse,43.6210551,-79.5072933,54438,17,0.709381495
955000,1188000,3,1,3,3124,2,Condo Apt,43.6313539,-79.4746095,54438,17,1.306139764
615000,619000,1,1,2,950,1,Condo Apt,43.6244864,-79.490482,54438,17,0.585727268
1600000,1648000,2,0,3,2124,2,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
557900,557900,2,0,2,1100,1,Condo Apt,43.6302208,-79.4761374,54438,17,1.247624152
510000,519900,1,0,1,650,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
680000,698000,2,0,2,1100,1,Condo Apt,43.6289799,-79.4778513,54438,17,1.207424531
528000,499900,1,0,2,750,1,Condo Apt,43.6243998,-79.4910123,54438,17,0.587327824
489000,489000,1,0,1,550,1,Comm Element Condo,43.6232425,-79.4838593,54438,17,0.594264729
922000,890000,3,0,3,1750,2,Detached,43.6070071,-79.4943296,54438,17,0.539708868
1350000,1499000,2,0,3,2124,2,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
700000,729900,2,0,2,1500,1,Condo Apt,43.6313539,-79.4746095,54438,17,1.306139764
488000,499000,1,1,1,550,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
515000,480000,1,1,1,550,1,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
580000,499000,1,1,2,850,1,Condo Apt,43.6299034,-79.4755739,54438,17,1.304492977
495000,499999,1,0,1,550,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
530000,559000,2,0,2,850,0,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
529000,529000,1,1,1,550,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
1369000,1369000,3,0,4,2750,3,Detached,43.6213128,-79.4920619,54438,17,0.336473912
465000,469900,1,1,1,650,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
410000,427900,1,0,1,250,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
525000,528800,1,1,1,650,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
579000,579000,2,0,2,750,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
945000,950000,2,1,2,1100,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
785000,800000,2,0,2,1100,1,Condo Apt,43.6298692,-79.4768043,54438,17,1.220748162
1475000,1500000,2,2,3,1900,1,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
610000,619900,2,0,2,750,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
558000,585500,1,1,1,650,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
620000,630000,2,1,2,850,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
524000,524000,2,0,1,750,1,Condo Apt,43.6214794,-79.483972,54438,17,0.463059269
710000,719000,2,0,2,950,1,Condo Apt,43.6261384,-79.4773393,54438,17,1.200176493
968200,969900,3,1,3,1750,2,Att/Row/Twnhouse,43.6198335,-79.5095353,54438,17,0.89346223
460000,469000,1,0,1,550,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
460000,399900,1,0,1,550,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
717500,698000,2,1,2,1300,2,Condo Apt,43.6243998,-79.4910123,54438,17,0.587327824
465000,468000,1,1,1,650,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
465000,485000,1,0,1,550,1,Condo Apt,43.6252596,-79.4779028,54438,17,1.10441031
940000,999000,2,1,2,1100,2,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
672000,699999,2,0,2,850,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
557000,539900,1,1,2,650,1,Condo Apt,43.6255451,-79.4787462,54438,17,1.070634335
480000,509000,1,1,1,550,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
735000,729900,2,1,2,1100,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
490000,499900,1,1,1,650,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
680000,699900,2,0,2,850,1,Condo Apt,43.6225151,-79.4824411,54438,17,0.629148431
467000,474900,1,1,1,650,1,Comm Element Condo,43.6246597,-79.4881868,54438,17,0.593612293
695000,699950,2,0,2,850,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
610000,615000,2,0,2,950,1,Condo Apt,43.6214794,-79.483972,54438,17,0.463059269
710000,699999,2,0,2,1100,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
532000,549999,2,0,2,1100,1,Condo Townhouse,43.6152292,-79.4889486,54438,17,0.456954412
610000,619900,2,1,2,750,1,Condo Apt,43.6225151,-79.4824411,54438,17,0.629148431
680000,699000,2,0,2,850,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
492500,449000,1,0,1,650,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
2100000,2188000,3,0,3,2874,2,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
520000,525000,1,0,2,750,1,Condo Apt,43.6244864,-79.490482,54438,17,0.585727268
465000,479000,1,1,1,650,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
590000,599900,1,1,2,950,1,Condo Apt,43.6244864,-79.490482,54438,17,0.585727268
528000,529888,1,1,1,650,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
1350000,1429900,3,1,3,2124,2,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
649000,649900,2,0,2,850,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
988000,1050000,1,0,2,1500,1,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
543000,549990,1,1,1,750,1,Condo Apt,43.6242085,-79.4894498,54438,17,0.542546443
565000,565000,1,1,1,650,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
599800,599800,2,1,2,750,1,Condo Apt,43.6225151,-79.4824411,54438,17,0.629148431
689000,699900,2,0,2,850,1,Condo Apt,43.6252596,-79.4779028,54438,17,1.10441031
665000,669800,2,1,2,850,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
675000,689900,2,0,2,950,1,Condo Apt,43.6261384,-79.4773393,54438,17,1.200176493
398000,398000,1,0,1,250,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
490000,495000,1,0,1,550,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
510000,469800,1,0,1,550,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
705000,707888,2,0,2,850,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
455000,459000,1,1,1,250,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
469000,389900,1,0,1,550,1,Condo Apt,43.6276596,-79.47698,54438,17,1.333853464
512000,524900,1,1,1,650,1,Condo Apt,43.6276596,-79.47698,54438,17,1.333853464
474000,465000,1,0,1,650,1,Condo Apt,43.6289799,-79.4778513,54438,17,1.207424531
530000,485000,1,0,1,650,1,Condo Apt,43.6261384,-79.4773393,54438,17,1.200176493
465000,474900,1,0,1,550,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
642000,649000,2,1,2,1100,1,Condo Apt,43.6289799,-79.4778513,54438,17,1.207424531
542500,499999,1,1,1,550,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
545000,549900,1,1,1,650,1,Condo Apt,43.6252596,-79.4779028,54438,17,1.10441031
477000,495000,1,0,1,650,1,Condo Apt,43.6210637,-79.4833203,54438,17,0.489089699
520000,534900,2,0,2,750,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
643000,675000,2,0,2,1100,1,Condo Apt,43.6302208,-79.4761374,54438,17,1.247624152
1487500,1567000,3,1,4,2250,1,Detached,43.6053804,-79.4971798,54438,17,0.282020227
720000,719800,2,1,2,1100,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
399000,359000,1,0,1,550,0,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
650500,650000,2,1,2,850,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
605000,609900,2,0,2,750,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
646000,649900,2,0,2,750,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
792000,785000,3,0,3,1300,1,Condo Townhouse,43.6129602,-79.4980424,54438,17,0.316665521
640000,649000,2,0,2,850,2,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
863000,859900,2,0,2,1700,1,Condo Townhouse,43.6206996,-79.5076002,54438,17,0.73271958
520100,499999,1,1,1,550,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
472000,399900,2,0,1,750,1,Condo Apt,43.6246597,-79.4881868,54438,17,0.593612293
825000,829000,1,2,2,900,3,Detached,43.6084179,-79.4981796,54438,17,0.488547012
862000,879999,4,0,2,2250,1,Semi-Detached,43.6102001,-79.4958768,54438,17,0.219078435
410000,419900,1,0,1,250,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
550000,565000,2,0,2,850,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
430000,454880,1,0,1,550,0,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
442500,449900,1,0,1,550,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
475000,479900,1,0,1,750,1,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
547500,559500,1,1,1,750,1,Condo Apt,43.6277694,-79.4785251,54438,17,1.254479349
635000,649900,2,0,2,850,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
460000,460000,1,0,1,550,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
550100,549900,1,1,1,650,1,Condo Apt,43.6256776,-79.4787686,54438,17,1.078798487
522000,518000,1,1,2,750,1,Condo Apt,43.6274471,-79.4783741,54438,17,1.237859723
471000,459900,1,0,1,750,1,Condo Apt,43.6187536,-79.4853612,54438,17,0.292783397
540000,557500,1,1,2,650,1,Comm Element Condo,43.6255451,-79.4787462,54438,17,1.070634335
660000,665000,2,1,2,950,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
499000,488000,1,0,1,550,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
433000,449900,0,1,1,550,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
699000,699000,2,1,2,950,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
405000,409900,1,0,1,550,0,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
401000,379900,1,0,1,550,0,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
452000,399000,1,0,1,550,1,Condo Apt,43.6237825,-79.488316,54438,17,0.495600524
813000,818888,2,1,2,950,1,Condo Apt,43.6210637,-79.4833203,54438,17,0.489089699
519000,515000,1,1,1,650,1,Condo Apt,43.626966,-79.4784876,54438,17,1.193067895
495000,485000,1,0,1,550,1,Condo Apt,43.6225151,-79.4824411,54438,17,0.629148431
1275500,1295000,3,0,4,3250,2,Detached,43.6059561,-79.4948407,54438,17,0.471671495
536000,535000,1,1,1,650,1,Condo Apt,43.6232425,-79.4838593,54438,17,0.594264729
1190000,1230000,2,1,2,1300,2,Condo Apt,43.6261384,-79.4773393,54438,17,1.200176493
399900,434000,1,0,1,750,1,Condo Apt,43.6274471,-79.4783741,54438,17,1.237859723
645000,669000,2,1,2,950,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
705000,719600,2,1,2,1100,1,Condo Apt,43.6274471,-79.4783741,54438,17,1.237859723
400000,329900,1,0,1,650,1,Condo Apt,43.6187536,-79.4853612,54438,17,0.292783397
1166000,1299000,2,0,2,1300,2,Condo Apt,43.6299034,-79.4755739,54438,17,1.304492977
779000,799000,2,1,2,850,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
735000,769000,2,0,2,1300,1,Condo Apt,43.6289799,-79.4778513,54438,17,1.207424531
808000,799900,2,1,2,1100,1,Condo Apt,43.6245122,-79.4852565,54438,17,0.645237236
612000,620000,2,0,2,950,2,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
417500,429000,1,0,1,550,1,Condo Apt,43.6152292,-79.4889486,54438,17,0.456954412
650000,780000,1,1,2,850,2,Condo Apt,43.6276596,-79.47698,54438,17,1.333853464
500000,504900,1,1,1,650,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
568000,579900,1,1,1,650,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
505000,509900,1,1,1,650,1,Condo Apt,43.6243053,-79.488423,54438,17,0.55278819
825000,849000,2,1,2,1700,1,Condo Townhouse,43.6203833,-79.5060767,54438,17,0.610423134
545000,559000,1,1,1,650,1,Condo Apt,43.6210637,-79.4833203,54438,17,0.489089699
678000,679000,2,0,2,850,1,Condo Apt,43.6225151,-79.4824411,54438,17,0.629148431
544000,565000,1,1,1,650,1,Condo Apt,43.6245272,-79.4852711,54438,17,0.646186853
840000,849900,2,0,2,1700,1,Condo Townhouse,43.6207443,-79.5076198,54438,17,0.7343586
407000,408900,1,0,1,550,0,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
465000,475000,1,0,1,550,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
860000,849000,2,1,4,2124,1,Condo Townhouse,43.6238317,-79.4946358,54438,17,0.472998221
420000,430000,1,1,1,250,1,Condo Apt,43.6235341,-79.4800999,54438,17,0.849185702
418000,429900,1,0,1,550,0,Condo Apt,43.6238212,-79.4787279,54438,17,0.959880425
575000,515000,1,0,1,750,1,Condo Apt,43.631471,-79.4726501,54438,17,1.37998331
975000,950000,3,1,3,1750,2,Att/Row/Twnhouse,43.6197386,-79.4905203,54438,17,0.138249566
627000,639900,2,0,2,850,1,Condo Apt,43.6237198,-79.4837029,54438,17,0.642145884
587000,589000,2,0,2,750,1,Condo Apt,43.6251177,-79.4787673,54438,17,1.039362197
670100,639900,2,0,2,950,1,Condo Townhouse,43.6138038,-79.4981465,54438,17,0.369957914
741000,779000,2,1,2,750,1,Condo Apt,43.6258065,-79.4779244,54438,17,1.140271332
465000,478000,1,0,1,550,1,Condo Apt,43.6227968,-79.4833514,54438,17,0.589661901
630000,648000,2,0,2,850,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
430000,439900,1,0,1,550,1,Condo Apt,43.6251177,-79.4787673,54438,17,1.039362197
525000,539900,1,1,1,650,1,Condo Apt,43.6245122,-79.4852565,54438,17,0.645237236
445000,449900,1,0,1,550,1,Condo Apt,43.6249872,-79.4781665,54438,17,1.069356275
620000,639900,2,0,2,850,1,Condo Apt,43.6214794,-79.483972,54438,17,0.463059269
695000,699888,2,1,2,850,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
515000,519888,1,1,1,650,1,Condo Apt,43.6227486,-79.481943,54438,17,0.6769848
652000,548880,1,1,2,850,1,Condo Apt,43.6276596,-79.47698,54438,17,1.333853464
